data;

param num_jobs := 600;

param num_mach := 20;

param T := 
4 117 40
5 117 18
6 117 64
7 117 52
8 117 46
9 117 77
10 117 98
11 117 22
12 117 29
13 117 4
14 117 94
15 117 11
16 117 58
17 117 77
18 117 73
19 117 91
20 117 35
1 118 60
2 118 33
3 118 71
4 118 82
5 118 61
6 118 53
7 118 79
8 118 84
9 118 14
10 118 38
11 118 31
12 118 60
13 118 48
14 118 64
15 118 2
16 118 8
17 118 84
18 118 8
19 118 3
20 118 49
1 119 85
2 119 66
3 119 54
4 119 73
5 119 30
6 119 19
7 119 2
8 119 53
9 119 15
10 119 70
11 119 94
12 119 73
13 119 78
14 119 75
15 119 65
16 119 13
17 119 16
18 119 57
19 119 43
20 119 61
1 120 33
2 120 48
3 120 1
4 120 51
5 120 35
6 120 12
7 120 28
8 120 55
9 120 71
10 120 43
11 120 65
12 120 72
13 120 83
14 120 49
15 120 54
16 120 90
17 120 8
18 120 52
19 120 78
20 120 22
1 121 37
2 121 61
3 121 8
4 121 30
5 121 56
6 121 29
7 121 64
8 121 2
9 121 95
10 121 61
11 121 84
12 121 32
13 121 60
14 121 62
15 121 26
16 121 34
17 121 39
18 121 35
19 121 59
20 121 71
1 122 8
2 122 55
3 122 48
4 122 94
5 122 58
6 122 3
7 122 81
8 122 22
9 122 35
10 122 14
11 122 40
12 122 92
13 122 65
14 122 84
15 122 98
16 122 90
17 122 97
18 122 42
19 122 94
20 122 9
1 123 93
2 123 69
3 123 18
4 123 10
5 123 38
6 123 38
7 123 96
8 123 91
9 123 66
10 123 95
11 123 94
12 123 84
13 123 19
14 123 4
15 123 43
16 123 9
17 123 60
18 123 34
19 123 55
20 123 98
1 124 52
2 124 54
3 124 16
4 124 54
5 124 39
6 124 77
7 124 45
8 124 75
9 124 98
10 124 39
11 124 64
12 124 11
13 124 73
14 124 40
15 124 17
16 124 93
17 124 57
18 124 64
19 124 34
20 124 73
1 125 42
2 125 57
3 125 40
4 125 59
5 125 24
6 125 27
7 125 25
8 125 23
9 125 17
10 125 98
11 125 52
12 125 40
13 125 47
14 125 48
15 125 70
16 125 61
17 125 19
18 125 78
19 125 32
20 125 46
1 126 52
2 126 20
3 126 61
4 126 95
5 126 69
6 126 80
7 126 11
8 126 73
9 126 52
10 126 54
11 126 94
12 126 89
13 126 12
14 126 85
15 126 8
16 126 3
17 126 38
18 126 38
19 126 48
20 126 59
1 127 20
2 127 8
3 127 6
4 127 56
5 127 54
6 127 97
7 127 98
8 127 33
9 127 84
10 127 29
11 127 51
12 127 2
13 127 47
14 127 62
15 127 61
16 127 68
17 127 85
18 127 51
19 127 87
20 127 28
1 128 5
2 128 48
3 128 64
4 128 16
5 128 40
6 128 47
7 128 20
8 128 59
9 128 73
10 128 28
11 128 53
12 128 51
13 128 34
14 128 21
15 128 9
16 128 44
17 128 50
18 128 30
19 128 31
20 128 53
1 129 38
2 129 71
3 129 4
4 129 83
5 129 64
6 129 20
7 129 19
8 129 46
9 129 98
10 129 64
11 129 94
12 129 25
13 129 40
14 129 11
15 129 64
16 129 93
17 129 15
18 129 11
19 129 6
20 129 13
1 130 34
2 130 64
3 130 63
4 130 49
5 130 96
6 130 52
7 130 12
8 130 92
9 130 58
10 130 1
11 130 28
12 130 66
13 130 1
14 130 50
15 130 97
16 130 67
17 130 84
18 130 23
19 130 73
20 130 59
1 131 51
2 131 82
3 131 36
4 131 21
5 131 30
6 131 38
7 131 48
8 131 24
9 131 41
10 131 45
11 131 2
12 131 85
13 131 23
14 131 88
15 131 83
16 131 17
17 131 11
18 131 64
19 131 22
20 131 75
1 132 48
2 132 91
3 132 84
4 132 84
5 132 14
6 132 12
7 132 49
8 132 71
9 132 80
10 132 77
11 132 46
12 132 54
13 132 61
14 132 21
15 132 71
16 132 61
17 132 89
18 132 47
19 132 2
20 132 77
1 133 47
2 133 23
3 133 53
4 133 39
5 133 34
6 133 23
7 133 2
8 133 32
9 133 52
10 133 74
11 133 4
12 133 60
13 133 34
14 133 10
15 133 30
16 133 83
17 133 39
18 133 2
19 133 80
20 133 53
1 134 22
2 134 68
3 134 42
4 134 90
5 134 13
6 134 46
7 134 22
8 134 81
9 134 81
10 134 86
11 134 43
12 134 83
13 134 78
14 134 16
15 134 14
16 134 74
17 134 62
18 134 62
19 134 87
20 134 86
1 135 68
2 135 48
3 135 82
4 135 1
5 135 74
6 135 90
7 135 22
8 135 1
9 135 59
10 135 70
11 135 25
12 135 6
13 135 73
14 135 54
15 135 48
16 135 42
17 135 62
18 135 76
19 135 64
20 135 6
1 136 13
2 136 28
3 136 25
4 136 40
5 136 4
6 136 1
7 136 42
8 136 32
9 136 92
10 136 81
11 136 96
12 136 85
13 136 74
14 136 5
15 136 38
16 136 40
17 136 75
18 136 94
19 136 55
20 136 39
1 137 76
2 137 67
3 137 21
4 137 66
5 137 93
6 137 71
7 137 34
8 137 96
9 137 37
10 137 80
11 137 33
12 137 46
13 137 36
14 137 70
15 137 31
16 137 7
17 137 10
18 137 51
19 137 8
20 137 90
1 138 8
2 138 29
3 138 63
4 138 49
5 138 57
6 138 15
7 138 10
8 138 11
9 138 85
10 138 10
11 138 55
12 138 67
13 138 15
14 138 45
15 138 16
16 138 6
17 138 39
18 138 34
19 138 53
20 138 55
1 139 33
2 139 79
3 139 22
4 139 6
5 139 48
6 139 40
7 139 80
8 139 7
9 139 6
10 139 46
11 139 86
12 139 68
13 139 86
14 139 33
15 139 9
16 139 11
17 139 73
18 139 99
19 139 94
20 139 34
1 140 1
2 140 50
3 140 80
4 140 15
5 140 16
6 140 56
7 140 64
8 140 38
9 140 60
10 140 32
11 140 41
12 140 35
13 140 17
14 140 46
15 140 81
16 140 74
17 140 92
18 140 89
19 140 21
20 140 29
1 141 19
2 141 65
3 141 62
4 141 22
5 141 1
6 141 93
7 141 35
8 141 19
9 141 50
10 141 33
11 141 46
12 141 22
13 141 62
14 141 57
15 141 23
16 141 77
17 141 44
18 141 56
19 141 30
20 141 15
1 142 2
2 142 30
3 142 17
4 142 65
5 142 27
6 142 6
7 142 21
8 142 33
9 142 57
10 142 98
11 142 36
12 142 25
13 142 97
14 142 89
15 142 27
16 142 48
17 142 20
18 142 92
19 142 25
20 142 35
1 143 85
2 143 40
3 143 78
4 143 72
5 143 55
6 143 97
7 143 7
8 143 15
9 143 82
10 143 2
11 143 83
12 143 27
13 143 5
14 143 71
15 143 79
16 143 90
17 143 69
18 143 32
19 143 5
20 143 51
1 144 76
2 144 72
3 144 43
4 144 13
5 144 13
6 144 99
7 144 79
8 144 81
9 144 8
10 144 85
11 144 48
12 144 36
13 144 46
14 144 96
15 144 61
16 144 75
17 144 11
18 144 65
19 144 88
20 144 50
1 145 36
2 145 52
3 145 4
4 145 4
5 145 6
6 145 76
7 145 16
8 145 67
9 145 24
10 145 54
11 145 59
12 145 86
13 145 29
14 145 43
15 145 89
16 145 70
17 145 52
18 145 81
19 145 28
20 145 96
1 146 22
2 146 5
3 146 55
4 146 12
5 146 71
6 146 32
7 146 23
8 146 9
9 146 7
10 146 81
11 146 59
12 146 70
13 146 29
14 146 65
15 146 74
16 146 14
17 146 38
18 146 40
19 146 91
20 146 70
1 147 38
2 147 51
3 147 64
4 147 86
5 147 39
6 147 69
7 147 56
8 147 44
9 147 26
10 147 20
11 147 86
12 147 7
13 147 18
14 147 59
15 147 78
16 147 65
17 147 69
18 147 25
19 147 48
20 147 38
1 148 63
2 148 92
3 148 42
4 148 28
5 148 7
6 148 3
7 148 92
8 148 65
9 148 26
10 148 35
11 148 57
12 148 83
13 148 30
14 148 51
15 148 61
16 148 88
17 148 76
18 148 36
19 148 58
20 148 42
1 149 63
2 149 2
3 149 79
4 149 65
5 149 45
6 149 35
7 149 34
8 149 17
9 149 19
10 149 7
11 149 81
12 149 21
13 149 49
14 149 72
15 149 90
16 149 37
17 149 33
18 149 29
19 149 59
20 149 6
1 150 93
2 150 11
3 150 44
4 150 9
5 150 88
6 150 39
7 150 47
8 150 16
9 150 55
10 150 56
11 150 42
12 150 36
13 150 15
14 150 16
15 150 37
16 150 62
17 150 48
18 150 94
19 150 21
20 150 96
1 151 67
2 151 60
3 151 25
4 151 1
5 151 77
6 151 21
7 151 94
8 151 77
9 151 93
10 151 7
11 151 83
12 151 21
13 151 58
14 151 91
15 151 68
16 151 59
17 151 74
18 151 46
19 151 77
20 151 85
1 152 36
2 152 68
3 152 87
4 152 62
5 152 52
6 152 52
7 152 97
8 152 29
9 152 68
10 152 75
11 152 22
12 152 53
13 152 37
14 152 21
15 152 36
16 152 13
17 152 4
18 152 65
19 152 75
20 152 93
1 153 94
2 153 4
3 153 83
4 153 35
5 153 33
6 153 80
7 153 28
8 153 63
9 153 15
10 153 58
11 153 65
12 153 99
13 153 24
14 153 36
15 153 8
16 153 23
17 153 64
18 153 4
19 153 9
20 153 35
1 154 40
2 154 95
3 154 2
4 154 45
5 154 16
6 154 73
7 154 34
8 154 79
9 154 32
10 154 58
11 154 87
12 154 93
13 154 62
14 154 85
15 154 83
16 154 14
17 154 25
18 154 56
19 154 4
20 154 65
1 155 12
2 155 13
3 155 81
4 155 50
5 155 71
6 155 52
7 155 47
8 155 82
9 155 64
10 155 62
11 155 23
12 155 89
13 155 94
14 155 44
15 155 6
16 155 48
17 155 63
18 155 55
19 155 91
20 155 14
1 156 12
2 156 80
3 156 16
4 156 48
5 156 42
6 156 22
7 156 18
8 156 58
9 156 39
10 156 74
11 156 59
12 156 19
13 156 34
14 156 97
15 156 56
16 156 21
17 156 72
18 156 35
19 156 85
20 156 69
1 157 81
2 157 23
3 157 3
4 157 39
5 157 58
6 157 91
7 157 66
8 157 49
9 157 12
10 157 55
11 157 44
12 157 17
13 157 36
14 157 37
15 157 82
16 157 92
17 157 2
18 157 84
19 157 27
20 157 13
1 158 73
2 158 66
3 158 43
4 158 97
5 158 23
6 158 52
7 158 74
8 158 81
9 158 70
10 158 28
11 158 33
12 158 75
13 158 69
14 158 83
15 158 19
16 158 71
17 158 52
18 158 82
19 158 94
20 158 53
1 159 59
2 159 16
3 159 79
4 159 78
5 159 44
6 159 62
7 159 38
8 159 28
9 159 27
10 159 45
11 159 59
12 159 57
13 159 23
14 159 40
15 159 82
16 159 83
17 159 89
18 159 68
19 159 80
20 159 91
1 160 50
2 160 4
3 160 34
4 160 59
5 160 99
6 160 40
7 160 48
8 160 12
9 160 93
10 160 39
11 160 88
12 160 75
13 160 78
14 160 27
15 160 48
16 160 77
17 160 21
18 160 16
19 160 68
20 160 18
1 161 26
2 161 76
3 161 72
4 161 14
5 161 75
6 161 80
7 161 89
8 161 77
9 161 13
10 161 89
11 161 78
12 161 1
13 161 45
14 161 58
15 161 64
16 161 40
17 161 65
18 161 93
19 161 76
20 161 26
1 162 95
2 162 58
3 162 25
4 162 46
5 162 11
6 162 34
7 162 56
8 162 83
9 162 94
10 162 82
11 162 91
12 162 90
13 162 25
14 162 56
15 162 31
16 162 40
17 162 18
18 162 50
19 162 61
20 162 90
1 163 46
2 163 9
3 163 27
4 163 46
5 163 33
6 163 19
7 163 34
8 163 5
9 163 77
10 163 45
11 163 97
12 163 17
13 163 63
14 163 15
15 163 66
16 163 12
17 163 67
18 163 31
19 163 66
20 163 54
1 164 41
2 164 75
3 164 58
4 164 38
5 164 74
6 164 59
7 164 5
8 164 35
9 164 29
10 164 86
11 164 73
12 164 50
13 164 11
14 164 73
15 164 44
16 164 56
17 164 35
18 164 34
19 164 85
20 164 2
1 165 70
2 165 97
3 165 12
4 165 29
5 165 2
6 165 62
7 165 56
8 165 30
9 165 29
10 165 65
11 165 1
12 165 35
13 165 81
14 165 35
15 165 53
16 165 16
17 165 40
18 165 64
19 165 76
20 165 37
1 166 84
2 166 4
3 166 88
4 166 97
5 166 99
6 166 80
7 166 7
8 166 45
9 166 20
10 166 81
11 166 93
12 166 44
13 166 96
14 166 54
15 166 28
16 166 43
17 166 8
18 166 26
19 166 22
20 166 73
1 167 49
2 167 36
3 167 39
4 167 62
5 167 80
6 167 26
7 167 92
8 167 44
9 167 12
10 167 52
11 167 32
12 167 22
13 167 55
14 167 93
15 167 49
16 167 88
17 167 73
18 167 80
19 167 47
20 167 20
1 168 1
2 168 66
3 168 66
4 168 9
5 168 31
6 168 22
7 168 63
8 168 80
9 168 75
10 168 12
11 168 74
12 168 31
13 168 50
14 168 91
15 168 20
16 168 60
17 168 49
18 168 41
19 168 25
20 168 9
1 169 97
2 169 5
3 169 68
4 169 6
5 169 7
6 169 24
7 169 81
8 169 90
9 169 64
10 169 71
11 169 57
12 169 73
13 169 37
14 169 19
15 169 44
16 169 37
17 169 66
18 169 8
19 169 42
20 169 3
1 170 92
2 170 1
3 170 5
4 170 2
5 170 24
6 170 35
7 170 37
8 170 43
9 170 44
10 170 98
11 170 33
12 170 56
13 170 27
14 170 4
15 170 88
16 170 43
17 170 2
18 170 39
19 170 94
20 170 86
1 171 77
2 171 9
3 171 85
4 171 89
5 171 32
6 171 96
7 171 2
8 171 35
9 171 18
10 171 21
11 171 96
12 171 7
13 171 44
14 171 50
15 171 89
16 171 1
17 171 35
18 171 20
19 171 44
20 171 13
1 172 66
2 172 45
3 172 32
4 172 99
5 172 50
6 172 35
7 172 4
8 172 28
9 172 95
10 172 59
11 172 81
12 172 75
13 172 85
14 172 93
15 172 39
16 172 40
17 172 35
18 172 82
19 172 45
20 172 71
1 173 20
2 173 70
3 173 67
4 173 33
5 173 9
6 173 94
7 173 86
8 173 59
9 173 16
10 173 48
11 173 52
12 173 63
13 173 63
14 173 52
15 173 69
16 173 16
17 173 35
18 173 85
19 173 33
20 173 92
1 174 40
2 174 82
3 174 16
4 174 66
5 174 31
6 174 83
7 174 83
8 174 87
9 174 40
10 174 88
11 174 12
12 174 80
13 174 27
14 174 70
15 174 2
16 174 59
17 174 62
18 174 44
19 174 38
20 174 18
1 175 71
2 175 79
3 175 29
4 175 73
5 175 28
6 175 18
7 175 26
8 175 44
9 175 73
10 175 42
11 175 3
12 175 11
13 175 84
14 175 83
15 175 55
16 175 86
17 175 29
18 175 85
19 175 41
20 175 81
1 176 87
2 176 49
3 176 76
4 176 58
5 176 15
6 176 34
7 176 57
8 176 99
9 176 72
10 176 86
11 176 66
12 176 36
13 176 73
14 176 19
15 176 3
16 176 14
17 176 96
18 176 67
19 176 15
20 176 90
1 177 75
2 177 93
3 177 49
4 177 91
5 177 69
6 177 12
7 177 40
8 177 73
9 177 63
10 177 56
11 177 92
12 177 61
13 177 63
14 177 29
15 177 42
16 177 68
17 177 78
18 177 75
19 177 95
20 177 12
1 178 7
2 178 84
3 178 79
4 178 84
5 178 68
6 178 27
7 178 56
8 178 44
9 178 52
10 178 54
11 178 81
12 178 23
13 178 70
14 178 33
15 178 13
16 178 86
17 178 33
18 178 93
19 178 93
20 178 82
1 179 87
2 179 8
3 179 74
4 179 56
5 179 97
6 179 19
7 179 46
8 179 34
9 179 34
10 179 13
11 179 88
12 179 89
13 179 25
14 179 80
15 179 66
16 179 48
17 179 69
18 179 15
19 179 32
20 179 12
1 180 24
2 180 54
3 180 7
4 180 74
5 180 11
6 180 51
7 180 45
8 180 83
9 180 10
10 180 35
11 180 22
12 180 79
13 180 28
14 180 1
15 180 85
16 180 84
17 180 65
18 180 35
19 180 61
20 180 48
1 181 18
2 181 63
3 181 16
4 181 66
5 181 82
6 181 90
7 181 99
8 181 28
9 181 63
10 181 44
11 181 31
12 181 54
13 181 83
14 181 74
15 181 2
16 181 41
17 181 68
18 181 42
19 181 5
20 181 12
1 182 27
2 182 15
3 182 15
4 182 46
5 182 79
6 182 48
7 182 76
8 182 51
9 182 87
10 182 20
11 182 87
12 182 61
13 182 86
14 182 48
15 182 64
16 182 15
17 182 31
18 182 7
19 182 34
20 182 35
1 183 4
2 183 30
3 183 10
4 183 97
5 183 51
6 183 44
7 183 11
8 183 83
9 183 33
10 183 3
11 183 57
12 183 37
13 183 9
14 183 89
15 183 42
16 183 79
17 183 7
18 183 16
19 183 61
20 183 53
1 184 32
2 184 43
3 184 64
4 184 93
5 184 17
6 184 87
7 184 29
8 184 48
9 184 17
10 184 2
11 184 9
12 184 98
13 184 18
14 184 37
15 184 83
16 184 58
17 184 91
18 184 24
19 184 12
20 184 29
1 185 18
2 185 30
3 185 75
4 185 67
5 185 74
6 185 93
7 185 59
8 185 87
9 185 46
10 185 20
11 185 9
12 185 75
13 185 11
14 185 2
15 185 57
16 185 26
17 185 5
18 185 5
19 185 12
20 185 15
1 186 82
2 186 21
3 186 43
4 186 60
5 186 99
6 186 83
7 186 27
8 186 38
9 186 12
10 186 95
11 186 15
12 186 63
13 186 54
14 186 23
15 186 42
16 186 48
17 186 39
18 186 36
19 186 3
20 186 95
1 187 4
2 187 29
3 187 47
4 187 91
5 187 78
6 187 18
7 187 71
8 187 5
9 187 69
10 187 25
11 187 24
12 187 8
13 187 64
14 187 87
15 187 42
16 187 76
17 187 17
18 187 37
19 187 70
20 187 33
1 188 69
2 188 72
3 188 62
4 188 41
5 188 95
6 188 80
7 188 45
8 188 62
9 188 12
10 188 5
11 188 93
12 188 39
13 188 55
14 188 60
15 188 59
16 188 64
17 188 39
18 188 42
19 188 38
20 188 39
1 189 47
2 189 74
3 189 84
4 189 53
5 189 94
6 189 1
7 189 91
8 189 15
9 189 6
10 189 18
11 189 3
12 189 25
13 189 61
14 189 90
15 189 31
16 189 79
17 189 15
18 189 6
19 189 83
20 189 35
1 190 97
2 190 61
3 190 35
4 190 72
5 190 48
6 190 87
7 190 89
8 190 45
9 190 41
10 190 49
11 190 27
12 190 5
13 190 96
14 190 80
15 190 18
16 190 21
17 190 2
18 190 38
19 190 60
20 190 61
1 191 73
2 191 99
3 191 71
4 191 84
5 191 36
6 191 16
7 191 30
8 191 59
9 191 6
10 191 3
11 191 61
12 191 28
13 191 97
14 191 45
15 191 11
16 191 60
17 191 99
18 191 32
19 191 38
20 191 76
1 192 75
2 192 43
3 192 36
4 192 38
5 192 95
6 192 71
7 192 59
8 192 18
9 192 9
10 192 52
11 192 2
12 192 13
13 192 96
14 192 4
15 192 81
16 192 73
17 192 81
18 192 37
19 192 99
20 192 26
1 193 79
2 193 74
3 193 92
4 193 43
5 193 7
6 193 74
7 193 91
8 193 81
9 193 96
10 193 68
11 193 64
12 193 88
13 193 82
14 193 50
15 193 1
16 193 43
17 193 44
18 193 79
19 193 49
20 193 88
1 194 34
2 194 71
3 194 49
4 194 82
5 194 22
6 194 6
7 194 93
8 194 41
9 194 36
10 194 73
11 194 16
12 194 88
13 194 72
14 194 30
15 194 95
16 194 20
17 194 17
18 194 40
19 194 27
20 194 33
1 195 96
2 195 21
3 195 84
4 195 99
5 195 45
6 195 29
7 195 85
8 195 84
9 195 60
10 195 37
11 195 39
12 195 21
13 195 90
14 195 4
15 195 22
16 195 94
17 195 69
18 195 33
19 195 30
20 195 26
1 196 78
2 196 68
3 196 84
4 196 21
5 196 37
6 196 76
7 196 1
8 196 40
9 196 14
10 196 12
11 196 52
12 196 20
13 196 28
14 196 69
15 196 72
16 196 18
17 196 91
18 196 60
19 196 88
20 196 94
1 197 83
2 197 77
3 197 84
4 197 37
5 197 88
6 197 30
7 197 20
8 197 90
9 197 25
10 197 62
11 197 67
12 197 55
13 197 38
14 197 91
15 197 45
16 197 59
17 197 49
18 197 23
19 197 43
20 197 22
1 198 79
2 198 36
3 198 83
4 198 66
5 198 89
6 198 41
7 198 59
8 198 41
9 198 96
10 198 53
11 198 42
12 198 65
13 198 72
14 198 37
15 198 51
16 198 2
17 198 32
18 198 11
19 198 25
20 198 24
1 199 48
2 199 25
3 199 42
4 199 47
5 199 84
6 199 41
7 199 72
8 199 6
9 199 2
10 199 81
11 199 68
12 199 23
13 199 90
14 199 35
15 199 21
16 199 8
17 199 48
18 199 17
19 199 35
20 199 56
1 200 79
2 200 43
3 200 9
4 200 57
5 200 9
6 200 52
7 200 12
8 200 16
9 200 20
10 200 80
11 200 6
12 200 64
13 200 68
14 200 1
15 200 48
16 200 8
17 200 36
18 200 40
19 200 70
20 200 26
1 201 12
2 201 65
3 201 27
4 201 39
5 201 20
6 201 8
7 201 47
8 201 93
9 201 44
10 201 29
11 201 49
12 201 38
13 201 6
14 201 91
15 201 87
16 201 91
17 201 91
18 201 61
19 201 48
20 201 22
1 202 47
2 202 53
3 202 10
4 202 91
5 202 83
6 202 23
7 202 36
8 202 30
9 202 55
10 202 38
11 202 77
12 202 49
13 202 14
14 202 88
15 202 78
16 202 9
17 202 34
18 202 29
19 202 27
20 202 90
1 203 86
2 203 61
3 203 5
4 203 51
5 203 85
6 203 87
7 203 8
8 203 55
9 203 42
10 203 5
11 203 48
12 203 1
13 203 5
14 203 16
15 203 68
16 203 4
17 203 63
18 203 76
19 203 16
20 203 1
1 204 50
2 204 14
3 204 66
4 204 69
5 204 62
6 204 66
7 204 91
8 204 5
9 204 96
10 204 52
11 204 10
12 204 74
13 204 54
14 204 48
15 204 66
16 204 50
17 204 74
18 204 46
19 204 32
20 204 99
1 205 99
2 205 25
3 205 9
4 205 72
5 205 78
6 205 34
7 205 97
8 205 12
9 205 47
10 205 96
11 205 55
12 205 90
13 205 73
14 205 68
15 205 40
16 205 45
17 205 36
18 205 18
19 205 41
20 205 43
1 206 66
2 206 5
3 206 25
4 206 39
5 206 97
6 206 76
7 206 55
8 206 75
9 206 72
10 206 8
11 206 54
12 206 39
13 206 28
14 206 65
15 206 33
16 206 93
17 206 48
18 206 51
19 206 93
20 206 39
1 207 45
2 207 70
3 207 78
4 207 63
5 207 23
6 207 33
7 207 35
8 207 95
9 207 29
10 207 61
11 207 10
12 207 75
13 207 96
14 207 93
15 207 87
16 207 91
17 207 36
18 207 84
19 207 49
20 207 61
1 208 26
2 208 42
3 208 5
4 208 52
5 208 6
6 208 69
7 208 35
8 208 63
9 208 91
10 208 84
11 208 38
12 208 24
13 208 38
14 208 38
15 208 67
16 208 69
17 208 44
18 208 63
19 208 22
20 208 9
1 209 58
2 209 17
3 209 88
4 209 95
5 209 36
6 209 99
7 209 93
8 209 51
9 209 61
10 209 62
11 209 84
12 209 27
13 209 27
14 209 43
15 209 44
16 209 81
17 209 37
18 209 85
19 209 32
20 209 19
1 210 78
2 210 30
3 210 91
4 210 20
5 210 76
6 210 89
7 210 64
8 210 50
9 210 25
10 210 43
11 210 2
12 210 35
13 210 62
14 210 8
15 210 76
16 210 33
17 210 28
18 210 80
19 210 23
20 210 53
1 211 34
2 211 51
3 211 57
4 211 82
5 211 12
6 211 32
7 211 65
8 211 34
9 211 43
10 211 60
11 211 53
12 211 35
13 211 76
14 211 58
15 211 3
16 211 93
17 211 81
18 211 67
19 211 67
20 211 34
1 212 99
2 212 81
3 212 12
4 212 86
5 212 96
6 212 57
7 212 80
8 212 60
9 212 14
10 212 71
11 212 38
12 212 46
13 212 84
14 212 44
15 212 19
16 212 27
17 212 62
18 212 56
19 212 95
20 212 81
1 213 65
2 213 44
3 213 34
4 213 27
5 213 48
6 213 19
7 213 97
8 213 25
9 213 43
10 213 64
11 213 31
12 213 39
13 213 49
14 213 14
15 213 18
16 213 41
17 213 39
18 213 90
19 213 15
20 213 84
1 214 26
2 214 85
3 214 82
4 214 93
5 214 14
6 214 85
7 214 79
8 214 48
9 214 7
10 214 91
11 214 94
12 214 59
13 214 68
14 214 87
15 214 18
16 214 50
17 214 50
18 214 36
19 214 89
20 214 10
1 215 24
2 215 27
3 215 70
4 215 74
5 215 96
6 215 5
7 215 23
8 215 43
9 215 87
10 215 36
11 215 2
12 215 56
13 215 96
14 215 9
15 215 85
16 215 71
17 215 94
18 215 71
19 215 8
20 215 24
1 216 17
2 216 38
3 216 54
4 216 64
5 216 34
6 216 44
7 216 56
8 216 95
9 216 36
10 216 11
11 216 72
12 216 56
13 216 56
14 216 51
15 216 58
16 216 35
17 216 15
18 216 41
19 216 60
20 216 96
1 217 61
2 217 20
3 217 70
4 217 61
5 217 50
6 217 8
7 217 58
8 217 70
9 217 68
10 217 49
11 217 28
12 217 19
13 217 11
14 217 23
15 217 1
16 217 62
17 217 65
18 217 66
19 217 6
20 217 95
1 218 53
2 218 21
3 218 23
4 218 87
5 218 41
6 218 86
7 218 23
8 218 7
9 218 17
10 218 41
11 218 95
12 218 73
13 218 98
14 218 74
15 218 60
16 218 28
17 218 8
18 218 22
19 218 92
20 218 95
1 219 48
2 219 19
3 219 24
4 219 89
5 219 52
6 219 1
7 219 90
8 219 78
9 219 87
10 219 13
11 219 36
12 219 23
13 219 45
14 219 22
15 219 2
16 219 41
17 219 51
18 219 32
19 219 52
20 219 65
1 220 65
2 220 45
3 220 29
4 220 6
5 220 56
6 220 29
7 220 15
8 220 22
9 220 84
10 220 69
11 220 65
12 220 67
13 220 16
14 220 31
15 220 38
16 220 80
17 220 50
18 220 52
19 220 16
20 220 6
1 221 43
2 221 39
3 221 20
4 221 86
5 221 51
6 221 43
7 221 50
8 221 66
9 221 31
10 221 39
11 221 91
12 221 73
13 221 66
14 221 24
15 221 91
16 221 93
17 221 16
18 221 19
19 221 89
20 221 46
1 222 93
2 222 45
3 222 36
4 222 18
5 222 25
6 222 87
7 222 68
8 222 23
9 222 58
10 222 84
11 222 98
12 222 98
13 222 96
14 222 4
15 222 41
16 222 36
17 222 5
18 222 94
19 222 94
20 222 31
1 223 91
2 223 12
3 223 43
4 223 85
5 223 71
6 223 71
7 223 50
8 223 99
9 223 76
10 223 77
11 223 44
12 223 46
13 223 40
14 223 20
15 223 47
16 223 93
17 223 98
18 223 42
19 223 73
20 223 41
1 224 74
2 224 31
3 224 96
4 224 76
5 224 34
6 224 68
7 224 87
8 224 60
9 224 35
10 224 58
11 224 43
12 224 12
13 224 17
14 224 4
15 224 69
16 224 41
17 224 76
18 224 10
19 224 1
20 224 48
1 225 56
2 225 42
3 225 49
4 225 4
5 225 26
6 225 41
7 225 23
8 225 56
9 225 30
10 225 2
11 225 66
12 225 46
13 225 45
14 225 52
15 225 98
16 225 22
17 225 58
18 225 95
19 225 60
20 225 85
1 226 67
2 226 95
3 226 87
4 226 4
5 226 60
6 226 22
7 226 87
8 226 72
9 226 25
10 226 88
11 226 74
12 226 32
13 226 96
14 226 50
15 226 79
16 226 42
17 226 50
18 226 33
19 226 69
20 226 81
1 227 83
2 227 21
3 227 20
4 227 37
5 227 59
6 227 35
7 227 27
8 227 84
9 227 95
10 227 47
11 227 62
12 227 79
13 227 22
14 227 44
15 227 1
16 227 13
17 227 47
18 227 24
19 227 75
20 227 99
1 228 5
2 228 82
3 228 36
4 228 5
5 228 58
6 228 41
7 228 22
8 228 21
9 228 4
10 228 94
11 228 79
12 228 58
13 228 92
14 228 11
15 228 65
16 228 6
17 228 52
18 228 93
19 228 35
20 228 75
1 229 91
2 229 90
3 229 9
4 229 47
5 229 13
6 229 18
7 229 41
8 229 61
9 229 71
10 229 19
11 229 66
12 229 32
13 229 47
14 229 93
15 229 79
16 229 84
17 229 21
18 229 55
19 229 68
20 229 42
1 230 75
2 230 5
3 230 25
4 230 90
5 230 63
6 230 30
7 230 90
8 230 29
9 230 5
10 230 67
11 230 13
12 230 69
13 230 12
14 230 90
15 230 20
16 230 33
17 230 51
18 230 6
19 230 46
20 230 84
1 231 97
2 231 67
3 231 53
4 231 66
5 231 32
6 231 49
7 231 36
8 231 55
9 231 85
10 231 37
11 231 19
12 231 42
13 231 48
14 231 17
15 231 62
16 231 94
17 231 69
18 231 90
19 231 41
20 231 74
1 232 42
2 232 22
3 232 78
4 232 6
5 232 42
6 232 17
7 232 26
8 232 22
9 232 42
10 232 77
11 232 40
12 232 32
13 232 60
14 232 83
15 232 84
16 232 90
17 232 80
18 232 6
19 232 65
20 232 63
1 233 74
2 233 28
3 233 81
4 233 2
5 233 99
6 233 61
7 233 29
8 233 4
9 233 55
10 233 55
11 233 22
