data;

param num_jobs := 100;

param num_mach := 60;

param T := 
44 39 25
45 39 92
46 39 60
47 39 12
48 39 64
49 39 92
50 39 66
51 39 80
52 39 36
53 39 83
54 39 83
55 39 87
56 39 10
57 39 12
58 39 56
59 39 25
60 39 5
1 40 97
2 40 50
3 40 68
4 40 81
5 40 95
6 40 83
7 40 71
8 40 35
9 40 90
10 40 75
11 40 4
12 40 28
13 40 62
14 40 73
15 40 41
16 40 4
17 40 97
18 40 20
19 40 60
20 40 80
21 40 54
22 40 41
23 40 77
24 40 7
25 40 89
26 40 94
27 40 36
28 40 37
29 40 8
30 40 6
31 40 43
32 40 46
33 40 96
34 40 48
35 40 89
36 40 96
37 40 64
38 40 97
39 40 26
40 40 42
41 40 75
42 40 28
43 40 66
44 40 6
45 40 58
46 40 37
47 40 42
48 40 81
49 40 42
50 40 32
51 40 37
52 40 49
53 40 37
54 40 95
55 40 58
56 40 93
57 40 57
58 40 34
59 40 44
60 40 68
1 41 61
2 41 46
3 41 8
4 41 58
5 41 67
6 41 98
7 41 50
8 41 9
9 41 44
10 41 80
11 41 22
12 41 47
13 41 4
14 41 65
15 41 91
16 41 99
17 41 50
18 41 22
19 41 62
20 41 90
21 41 37
22 41 30
23 41 44
24 41 67
25 41 59
26 41 13
27 41 63
28 41 87
29 41 85
30 41 88
31 41 88
32 41 77
33 41 78
34 41 82
35 41 76
36 41 29
37 41 87
38 41 79
39 41 89
40 41 7
41 41 8
42 41 97
43 41 25
44 41 70
45 41 20
46 41 98
47 41 71
48 41 52
49 41 73
50 41 93
51 41 62
52 41 25
53 41 78
54 41 92
55 41 10
56 41 65
57 41 4
58 41 92
59 41 36
60 41 89
1 42 14
2 42 42
3 42 23
4 42 19
5 42 74
6 42 89
7 42 63
8 42 5
9 42 26
10 42 20
11 42 73
12 42 9
13 42 97
14 42 35
15 42 6
16 42 43
17 42 8
18 42 32
19 42 70
20 42 83
21 42 78
22 42 88
23 42 54
24 42 33
25 42 54
26 42 42
27 42 88
28 42 2
29 42 18
30 42 56
31 42 20
32 42 8
33 42 20
34 42 72
35 42 77
36 42 32
37 42 81
38 42 13
39 42 31
40 42 88
41 42 37
42 42 87
43 42 95
44 42 70
45 42 17
46 42 1
47 42 33
48 42 2
49 42 89
50 42 68
51 42 35
52 42 99
53 42 27
54 42 10
55 42 3
56 42 24
57 42 41
58 42 49
59 42 61
60 42 74
1 43 12
2 43 45
3 43 61
4 43 57
5 43 22
6 43 53
7 43 59
8 43 39
9 43 46
10 43 67
11 43 92
12 43 42
13 43 69
14 43 2
15 43 75
16 43 76
17 43 32
18 43 19
19 43 77
20 43 90
21 43 28
22 43 3
23 43 82
24 43 88
25 43 98
26 43 34
27 43 24
28 43 61
29 43 5
30 43 26
31 43 38
32 43 9
33 43 60
34 43 22
35 43 7
36 43 63
37 43 74
38 43 55
39 43 51
40 43 43
41 43 26
42 43 39
43 43 17
44 43 85
45 43 55
46 43 23
47 43 60
48 43 45
49 43 76
50 43 39
51 43 14
52 43 62
53 43 23
54 43 29
55 43 12
56 43 21
57 43 84
58 43 7
59 43 83
60 43 70
1 44 97
2 44 34
3 44 52
4 44 66
5 44 3
6 44 67
7 44 5
8 44 57
9 44 75
10 44 42
11 44 14
12 44 33
13 44 96
14 44 83
15 44 20
16 44 95
17 44 20
18 44 58
19 44 21
20 44 30
21 44 45
22 44 28
23 44 15
24 44 77
25 44 16
26 44 32
27 44 95
28 44 51
29 44 89
30 44 45
31 44 2
32 44 32
33 44 65
34 44 75
35 44 64
36 44 40
37 44 41
38 44 86
39 44 7
40 44 77
41 44 57
42 44 72
43 44 83
44 44 78
45 44 45
46 44 27
47 44 72
48 44 9
49 44 76
50 44 60
51 44 59
52 44 14
53 44 99
54 44 72
55 44 58
56 44 6
57 44 83
58 44 95
59 44 82
60 44 15
1 45 35
2 45 35
3 45 47
4 45 84
5 45 39
6 45 3
7 45 62
8 45 54
9 45 44
10 45 99
11 45 63
12 45 72
13 45 93
14 45 4
15 45 72
16 45 31
17 45 72
18 45 67
19 45 95
20 45 16
21 45 27
22 45 27
23 45 99
24 45 15
25 45 62
26 45 81
27 45 21
28 45 21
29 45 45
30 45 96
31 45 99
32 45 32
33 45 53
34 45 34
35 45 43
36 45 25
37 45 41
38 45 10
39 45 61
40 45 70
41 45 42
42 45 52
43 45 30
44 45 95
45 45 98
46 45 84
47 45 71
48 45 28
49 45 96
50 45 71
51 45 61
52 45 68
53 45 61
54 45 99
55 45 94
56 45 83
57 45 22
58 45 83
59 45 82
60 45 9
1 46 58
2 46 9
3 46 50
4 46 4
5 46 92
6 46 67
7 46 62
8 46 8
9 46 82
10 46 37
11 46 1
12 46 77
13 46 30
14 46 6
15 46 60
16 46 11
17 46 23
18 46 61
19 46 47
20 46 86
21 46 45
22 46 76
23 46 94
24 46 75
25 46 61
26 46 69
27 46 25
28 46 2
29 46 31
30 46 26
31 46 24
32 46 60
33 46 19
34 46 1
35 46 14
36 46 15
37 46 16
38 46 35
39 46 31
40 46 46
41 46 61
42 46 71
43 46 49
44 46 2
45 46 68
46 46 46
47 46 11
48 46 88
49 46 56
50 46 74
51 46 40
52 46 9
53 46 64
54 46 88
55 46 69
56 46 3
57 46 94
58 46 67
59 46 93
60 46 85
1 47 6
2 47 79
3 47 27
4 47 74
5 47 62
6 47 36
7 47 46
8 47 35
9 47 97
10 47 4
11 47 24
12 47 9
13 47 67
14 47 44
15 47 1
16 47 98
17 47 78
18 47 75
19 47 40
20 47 8
21 47 30
22 47 62
23 47 72
24 47 78
25 47 11
26 47 87
27 47 16
28 47 74
29 47 21
30 47 74
31 47 35
32 47 84
33 47 27
34 47 33
35 47 76
36 47 60
37 47 62
38 47 73
39 47 79
40 47 13
41 47 30
42 47 11
43 47 70
44 47 26
45 47 78
46 47 32
47 47 74
48 47 59
49 47 49
50 47 20
51 47 9
52 47 53
53 47 13
54 47 54
55 47 37
56 47 63
57 47 57
58 47 21
59 47 11
60 47 73
1 48 87
2 48 13
3 48 7
4 48 78
5 48 38
6 48 94
7 48 56
8 48 31
9 48 32
10 48 67
11 48 23
12 48 81
13 48 15
14 48 65
15 48 49
16 48 82
17 48 61
18 48 55
19 48 19
20 48 7
21 48 31
22 48 23
23 48 76
24 48 21
25 48 12
26 48 77
27 48 9
28 48 12
29 48 89
30 48 8
31 48 84
32 48 39
33 48 29
34 48 54
35 48 94
36 48 83
37 48 48
38 48 95
39 48 56
40 48 11
41 48 25
42 48 67
43 48 63
44 48 59
45 48 72
46 48 47
47 48 92
48 48 21
49 48 72
50 48 82
51 48 7
52 48 95
53 48 40
54 48 50
55 48 8
56 48 12
57 48 73
58 48 55
59 48 36
60 48 58
1 49 9
2 49 37
3 49 21
4 49 67
5 49 73
6 49 12
7 49 10
8 49 45
9 49 30
10 49 85
11 49 62
12 49 30
13 49 31
14 49 18
15 49 61
16 49 43
17 49 34
18 49 4
19 49 82
20 49 44
21 49 56
22 49 27
23 49 38
24 49 15
25 49 56
26 49 86
27 49 65
28 49 35
29 49 85
30 49 6
31 49 44
32 49 16
33 49 28
34 49 66
35 49 51
36 49 16
37 49 33
38 49 47
39 49 92
40 49 43
41 49 20
42 49 36
43 49 66
44 49 28
45 49 82
46 49 61
47 49 57
48 49 15
49 49 47
50 49 55
51 49 53
52 49 12
53 49 46
54 49 45
55 49 40
56 49 85
57 49 23
58 49 39
59 49 16
60 49 10
1 50 72
2 50 40
3 50 35
4 50 84
5 50 76
6 50 28
7 50 62
8 50 96
9 50 13
10 50 64
11 50 6
12 50 90
13 50 18
14 50 37
15 50 59
16 50 50
17 50 48
18 50 30
19 50 66
20 50 40
21 50 70
22 50 90
23 50 92
24 50 40
25 50 66
26 50 40
27 50 66
28 50 62
29 50 48
30 50 32
31 50 28
32 50 59
33 50 97
34 50 68
35 50 87
36 50 44
37 50 96
38 50 19
39 50 90
40 50 81
41 50 5
42 50 16
43 50 42
44 50 33
45 50 89
46 50 1
47 50 35
48 50 51
49 50 37
50 50 58
51 50 79
52 50 66
53 50 79
54 50 71
55 50 35
56 50 4
57 50 29
58 50 61
59 50 95
60 50 31
1 51 3
2 51 13
3 51 70
4 51 18
5 51 64
6 51 92
7 51 57
8 51 59
9 51 45
10 51 12
11 51 24
12 51 98
13 51 91
14 51 96
15 51 20
16 51 49
17 51 64
18 51 56
19 51 88
20 51 93
21 51 96
22 51 69
23 51 66
24 51 23
25 51 62
26 51 26
27 51 72
28 51 37
29 51 35
30 51 3
31 51 36
32 51 12
33 51 22
34 51 48
35 51 13
36 51 27
37 51 16
38 51 12
39 51 75
40 51 75
41 51 91
42 51 45
43 51 3
44 51 35
45 51 42
46 51 48
47 51 83
48 51 49
49 51 33
50 51 58
51 51 17
52 51 46
53 51 14
54 51 86
55 51 71
56 51 23
57 51 23
58 51 56
59 51 43
60 51 28
1 52 74
2 52 3
3 52 19
4 52 57
5 52 8
6 52 25
7 52 28
8 52 34
9 52 33
10 52 22
11 52 51
12 52 24
13 52 22
14 52 30
15 52 18
16 52 35
17 52 19
18 52 57
19 52 5
20 52 76
21 52 54
22 52 76
23 52 16
24 52 87
25 52 14
26 52 26
27 52 17
28 52 62
29 52 76
30 52 33
31 52 41
32 52 28
33 52 28
34 52 45
35 52 5
36 52 53
37 52 23
38 52 49
39 52 89
40 52 96
41 52 36
42 52 10
43 52 68
44 52 16
45 52 35
46 52 49
47 52 12
48 52 1
49 52 68
50 52 56
51 52 80
52 52 10
53 52 49
54 52 5
55 52 87
56 52 4
57 52 62
58 52 1
59 52 99
60 52 20
1 53 54
2 53 97
3 53 9
4 53 41
5 53 62
6 53 60
7 53 80
8 53 17
9 53 95
10 53 50
11 53 73
12 53 78
13 53 83
14 53 62
15 53 89
16 53 45
17 53 42
18 53 52
19 53 80
20 53 92
21 53 30
22 53 23
23 53 36
24 53 57
25 53 1
26 53 56
27 53 31
28 53 85
29 53 63
30 53 17
31 53 96
32 53 58
33 53 1
34 53 60
35 53 42
36 53 31
37 53 36
38 53 24
39 53 56
40 53 98
41 53 18
42 53 75
43 53 56
44 53 52
45 53 76
46 53 58
47 53 52
48 53 91
49 53 70
50 53 61
51 53 68
52 53 28
53 53 30
54 53 78
55 53 22
56 53 61
57 53 60
58 53 62
59 53 50
60 53 37
1 54 59
2 54 77
3 54 57
4 54 19
5 54 75
6 54 5
7 54 87
8 54 22
9 54 94
10 54 55
11 54 74
12 54 83
13 54 46
14 54 91
15 54 17
16 54 97
17 54 50
18 54 74
19 54 71
20 54 16
21 54 62
22 54 69
23 54 74
24 54 83
25 54 85
26 54 92
27 54 15
28 54 96
29 54 40
30 54 77
31 54 50
32 54 64
33 54 33
34 54 81
35 54 11
36 54 32
37 54 51
38 54 82
39 54 44
40 54 90
41 54 75
42 54 21
43 54 97
44 54 87
45 54 1
46 54 89
47 54 34
48 54 4
49 54 81
50 54 80
51 54 39
52 54 60
53 54 71
54 54 38
55 54 47
56 54 92
57 54 1
58 54 78
59 54 21
60 54 72
1 55 18
2 55 75
3 55 35
4 55 86
5 55 5
6 55 22
7 55 61
8 55 5
9 55 14
10 55 16
11 55 61
12 55 77
13 55 2
14 55 31
15 55 21
16 55 60
17 55 64
18 55 76
19 55 91
20 55 64
21 55 87
22 55 43
23 55 21
24 55 51
25 55 67
26 55 99
27 55 87
28 55 45
29 55 69
30 55 93
31 55 68
32 55 28
33 55 34
34 55 49
35 55 13
36 55 28
37 55 36
38 55 87
39 55 89
40 55 32
41 55 66
42 55 96
43 55 41
44 55 74
45 55 87
46 55 43
47 55 61
48 55 83
49 55 87
50 55 82
51 55 70
52 55 83
53 55 22
54 55 23
55 55 62
56 55 98
57 55 33
58 55 57
59 55 47
60 55 91
1 56 76
2 56 42
3 56 17
4 56 38
5 56 94
6 56 15
7 56 92
8 56 19
9 56 26
10 56 61
11 56 53
12 56 87
13 56 22
14 56 90
15 56 36
16 56 38
17 56 37
18 56 57
19 56 66
20 56 72
21 56 80
22 56 55
23 56 57
24 56 73
25 56 79
26 56 76
27 56 84
28 56 93
29 56 65
30 56 84
31 56 32
32 56 39
33 56 93
34 56 74
35 56 48
36 56 8
37 56 68
38 56 5
39 56 85
40 56 2
41 56 12
42 56 24
43 56 86
44 56 32
45 56 12
46 56 28
47 56 51
48 56 76
49 56 40
50 56 21
51 56 6
52 56 74
53 56 22
54 56 67
55 56 37
56 56 51
57 56 91
58 56 57
59 56 84
60 56 12
1 57 75
2 57 25
3 57 95
4 57 52
5 57 81
6 57 83
7 57 74
8 57 78
9 57 89
10 57 75
11 57 3
12 57 24
13 57 71
14 57 50
15 57 99
16 57 4
17 57 77
18 57 15
19 57 43
20 57 59
21 57 78
22 57 27
23 57 79
24 57 71
25 57 51
26 57 7
27 57 98
28 57 46
29 57 31
30 57 12
31 57 37
32 57 10
33 57 89
34 57 92
35 57 45
36 57 52
37 57 91
38 57 11
39 57 31
40 57 20
41 57 56
42 57 2
43 57 58
44 57 40
45 57 22
46 57 9
47 57 81
48 57 29
49 57 77
50 57 25
51 57 19
52 57 13
53 57 23
54 57 12
55 57 13
56 57 74
57 57 72
58 57 83
59 57 30
60 57 91
1 58 10
2 58 81
3 58 91
4 58 28
5 58 46
6 58 71
7 58 40
8 58 22
9 58 62
10 58 40
11 58 81
12 58 38
13 58 28
14 58 78
15 58 67
16 58 16
17 58 19
18 58 65
19 58 94
20 58 13
21 58 81
22 58 2
23 58 38
24 58 23
25 58 31
26 58 59
27 58 57
28 58 32
29 58 55
30 58 31
31 58 24
32 58 30
33 58 76
34 58 6
35 58 76
36 58 90
37 58 97
38 58 16
39 58 89
40 58 97
41 58 23
42 58 4
43 58 17
44 58 70
45 58 32
46 58 23
47 58 47
48 58 21
49 58 55
50 58 81
51 58 79
52 58 46
53 58 77
54 58 61
55 58 12
56 58 29
57 58 52
58 58 97
59 58 90
60 58 23
1 59 31
2 59 96
3 59 71
4 59 12
5 59 20
6 59 18
7 59 93
8 59 4
9 59 14
10 59 51
11 59 56
12 59 75
13 59 91
14 59 75
15 59 53
16 59 87
17 59 58
18 59 70
19 59 15
20 59 35
21 59 67
22 59 12
23 59 53
24 59 1
25 59 62
26 59 86
27 59 3
28 59 33
29 59 23
30 59 98
31 59 18
32 59 57
33 59 98
34 59 55
35 59 68
36 59 95
37 59 70
38 59 45
39 59 26
40 59 54
41 59 75
42 59 71
43 59 53
44 59 11
45 59 74
46 59 77
47 59 33
48 59 91
49 59 60
50 59 77
51 59 91
52 59 45
53 59 26
54 59 8
55 59 10
56 59 31
57 59 51
58 59 34
59 59 25
60 59 92
1 60 69
2 60 83
3 60 71
4 60 81
5 60 17
6 60 95
7 60 9
8 60 47
9 60 93
10 60 13
11 60 27
12 60 16
13 60 77
14 60 44
15 60 44
16 60 14
17 60 67
18 60 75
19 60 27
20 60 20
21 60 54
22 60 21
23 60 98
24 60 47
25 60 43
26 60 17
27 60 19
28 60 77
29 60 71
30 60 30
31 60 43
32 60 23
33 60 8
34 60 15
35 60 9
36 60 72
37 60 12
38 60 31
39 60 90
40 60 40
41 60 95
42 60 39
43 60 33
44 60 41
45 60 30
46 60 3
47 60 47
48 60 54
49 60 55
50 60 82
51 60 31
52 60 41
53 60 25
54 60 97
55 60 58
56 60 42
57 60 70
58 60 79
59 60 27
60 60 58
1 61 65
2 61 69
3 61 75
4 61 96
5 61 42
6 61 3
7 61 14
8 61 40
9 61 71
10 61 94
11 61 13
12 61 56
13 61 23
14 61 39
15 61 52
16 61 69
17 61 56
18 61 55
19 61 29
20 61 60
21 61 12
22 61 55
23 61 68
24 61 57
25 61 16
26 61 25
27 61 96
28 61 41
29 61 96
30 61 34
31 61 57
32 61 78
33 61 86
34 61 19
35 61 89
36 61 46
37 61 65
38 61 1
39 61 97
40 61 28
41 61 50
42 61 37
43 61 75
44 61 83
45 61 60
46 61 22
47 61 72
48 61 19
49 61 93
50 61 76
51 61 10
52 61 16
53 61 1
54 61 95
55 61 87
56 61 2
57 61 38
58 61 41
59 61 38
60 61 63
1 62 52
2 62 13
3 62 10
4 62 24
5 62 8
6 62 16
7 62 8
8 62 59
9 62 60
10 62 10
11 62 99
12 62 12
13 62 63
14 62 32
15 62 81
16 62 22
17 62 29
18 62 93
19 62 55
20 62 93
21 62 95
22 62 15
23 62 60
24 62 64
25 62 72
26 62 51
27 62 65
28 62 43
29 62 66
30 62 4
31 62 11
32 62 34
33 62 5
34 62 43
35 62 61
36 62 64
37 62 10
38 62 65
39 62 99
40 62 83
41 62 97
42 62 75
43 62 82
44 62 1
45 62 93
46 62 73
47 62 33
48 62 74
49 62 94
50 62 53
51 62 42
52 62 78
53 62 27
54 62 85
55 62 4
56 62 6
57 62 70
58 62 15
59 62 5
60 62 80
1 63 38
2 63 92
3 63 45
4 63 86
5 63 60
6 63 48
7 63 64
8 63 52
9 63 93
10 63 45
11 63 89
12 63 24
13 63 40
14 63 88
15 63 37
16 63 36
17 63 85
18 63 73
19 63 35
20 63 54
21 63 56
22 63 98
23 63 47
24 63 42
25 63 68
26 63 77
27 63 13
28 63 1
29 63 22
30 63 26
31 63 33
32 63 47
33 63 55
34 63 4
35 63 70
36 63 64
37 63 66
38 63 46
39 63 49
40 63 21
41 63 68
42 63 4
43 63 53
44 63 42
45 63 36
46 63 83
47 63 81
48 63 91
49 63 48
50 63 67
51 63 94
52 63 81
53 63 56
54 63 19
55 63 64
56 63 37
57 63 13
58 63 47
59 63 15
60 63 63
1 64 49
2 64 66
3 64 7
4 64 10
5 64 84
6 64 58
7 64 21
8 64 15
9 64 8
10 64 50
11 64 20
12 64 89
13 64 62
14 64 57
15 64 17
16 64 58
17 64 24
18 64 44
19 64 59
20 64 75
21 64 55
22 64 8
23 64 21
24 64 86
25 64 73
26 64 1
27 64 63
28 64 95
29 64 69
30 64 23
31 64 86
32 64 69
33 64 58
34 64 67
35 64 9
36 64 65
37 64 57
38 64 94
39 64 28
40 64 97
41 64 9
42 64 71
43 64 61
44 64 58
45 64 15
46 64 95
47 64 57
48 64 52
49 64 32
50 64 94
51 64 40
52 64 26
53 64 44
54 64 70
55 64 23
56 64 4
57 64 27
58 64 27
59 64 89
60 64 36
1 65 59
2 65 4
3 65 57
4 65 49
5 65 48
6 65 2
7 65 47
8 65 46
9 65 65
10 65 73
11 65 30
12 65 76
13 65 33
14 65 12
15 65 31
16 65 11
17 65 80
18 65 76
19 65 6
20 65 57
21 65 77
22 65 8
23 65 23
24 65 18
25 65 16
26 65 49
27 65 12
28 65 77
29 65 74
30 65 73
31 65 65
32 65 57
33 65 20
34 65 57
35 65 7
36 65 93
37 65 4
38 65 89
39 65 57
40 65 16
41 65 70
42 65 72
43 65 62
44 65 25
45 65 81
46 65 73
47 65 65
48 65 12
49 65 26
50 65 28
51 65 43
52 65 68
53 65 65
54 65 1
55 65 30
56 65 56
57 65 36
58 65 60
59 65 99
60 65 60
1 66 13
2 66 13
3 66 89
4 66 42
5 66 99
6 66 23
7 66 67
8 66 50
9 66 2
10 66 94
11 66 2
12 66 72
13 66 92
14 66 93
15 66 63
16 66 23
17 66 97
18 66 48
19 66 76
20 66 13
21 66 35
22 66 50
23 66 2
24 66 38
25 66 91
26 66 37
27 66 12
28 66 79
29 66 35
30 66 38
31 66 3
32 66 12
33 66 79
34 66 13
35 66 38
36 66 56
37 66 65
38 66 10
39 66 23
40 66 25
41 66 6
42 66 28
43 66 68
44 66 45
45 66 19
46 66 57
47 66 74
48 66 59
49 66 61
50 66 29
51 66 53
52 66 43
53 66 5
54 66 13
55 66 65
56 66 73
57 66 40
58 66 23
59 66 44
60 66 57
1 67 5
2 67 38
3 67 36
4 67 98
5 67 48
6 67 36
7 67 62
8 67 47
9 67 93
10 67 97
11 67 9
12 67 79
13 67 69
14 67 46
15 67 71
16 67 95
17 67 1
18 67 4
19 67 37
20 67 32
21 67 91
22 67 1
23 67 61
24 67 18
25 67 43
26 67 53
27 67 71
28 67 43
29 67 83
30 67 13
31 67 32
32 67 95
33 67 6
34 67 37
35 67 17
36 67 97
37 67 33
38 67 41
39 67 92
40 67 47
41 67 77
42 67 36
43 67 10
44 67 36
45 67 36
46 67 48
47 67 54
48 67 21
49 67 52
50 67 95
51 67 94
52 67 43
53 67 48
54 67 43
55 67 42
56 67 36
57 67 76
58 67 84
59 67 7
60 67 71
1 68 84
2 68 5
3 68 5
4 68 31
5 68 56
6 68 31
7 68 65
8 68 90
9 68 87
10 68 81
11 68 33
12 68 68
13 68 24
14 68 44
15 68 67
16 68 73
17 68 37
18 68 80
19 68 83
20 68 49
21 68 53
22 68 12
23 68 91
24 68 7
25 68 27
26 68 34
27 68 15
28 68 75
29 68 43
30 68 84
31 68 11
32 68 42
33 68 94
34 68 42
35 68 18
36 68 33
37 68 45
38 68 37
39 68 1
40 68 69
41 68 5
42 68 6
43 68 65
44 68 8
45 68 52
46 68 15
47 68 68
48 68 27
49 68 93
50 68 36
51 68 55
52 68 41
53 68 45
54 68 56
55 68 75
56 68 41
57 68 67
58 68 44
59 68 74
60 68 1
1 69 95
2 69 5
3 69 73
4 69 94
5 69 53
6 69 14
7 69 56
8 69 3
9 69 21
10 69 91
11 69 46
12 69 32
13 69 15
14 69 58
15 69 48
16 69 46
17 69 97
18 69 7
19 69 56
20 69 92
21 69 15
22 69 49
23 69 89
24 69 89
25 69 36
26 69 51
27 69 92
28 69 74
29 69 43
30 69 40
31 69 92
32 69 58
33 69 1
34 69 66
35 69 37
36 69 27
37 69 90
38 69 55
39 69 27
40 69 77
41 69 97
42 69 51
43 69 26
44 69 85
45 69 88
46 69 78
47 69 16
48 69 44
49 69 10
50 69 51
51 69 22
52 69 23
53 69 1
54 69 5
55 69 35
56 69 23
57 69 96
58 69 37
59 69 93
60 69 42
1 70 70
2 70 84
3 70 17
4 70 74
5 70 39
6 70 61
7 70 95
8 70 96
9 70 24
10 70 46
11 70 68
12 70 25
13 70 53
14 70 95
15 70 64
16 70 44
17 70 35
18 70 2
19 70 81
20 70 48
21 70 51
22 70 51
23 70 12
24 70 27
25 70 38
26 70 28
27 70 65
28 70 98
29 70 61
30 70 78
31 70 29
32 70 87
33 70 2
34 70 34
35 70 73
36 70 63
37 70 5
38 70 49
39 70 93
40 70 18
41 70 62
42 70 11
43 70 41
44 70 44
45 70 30
46 70 20
47 70 89
48 70 30
49 70 4
50 70 57
51 70 32
52 70 85
53 70 97
54 70 76
55 70 22
56 70 72
57 70 4
58 70 91
59 70 82
60 70 12
1 71 30
2 71 57
3 71 53
4 71 62
5 71 32
6 71 42
7 71 62
8 71 17
9 71 8
10 71 63
11 71 30
12 71 60
13 71 1
14 71 20
15 71 37
16 71 71
17 71 34
18 71 45
19 71 28
20 71 73
21 71 81
22 71 71
23 71 32
24 71 66
25 71 41
26 71 70
27 71 98
28 71 85
29 71 65
30 71 16
31 71 13
32 71 85
33 71 64
34 71 77
35 71 18
36 71 25
37 71 92
38 71 57
39 71 62
40 71 14
41 71 70
42 71 6
43 71 51
44 71 56
45 71 27
46 71 89
47 71 69
48 71 72
49 71 35
50 71 8
51 71 12
52 71 12
53 71 94
54 71 64
55 71 23
56 71 84
57 71 85
58 71 44
59 71 42
60 71 50
1 72 77
2 72 61
3 72 11
4 72 77
5 72 93
6 72 62
7 72 81
8 72 41
9 72 54
10 72 23
11 72 27
12 72 13
13 72 30
14 72 48
15 72 57
16 72 90
17 72 14
18 72 79
19 72 81
20 72 45
21 72 68
22 72 67
23 72 72
24 72 91
25 72 11
26 72 52
27 72 23
28 72 16
29 72 51
30 72 82
31 72 3
32 72 8
33 72 83
34 72 38
35 72 58
36 72 80
37 72 9
38 72 57
39 72 99
40 72 87
41 72 27
42 72 76
43 72 87
44 72 58
45 72 38
46 72 35
47 72 1
48 72 11
49 72 25
50 72 96
51 72 43
52 72 23
53 72 31
54 72 3
55 72 42
56 72 65
57 72 32
58 72 46
59 72 25
60 72 21
1 73 69
2 73 36
3 73 82
4 73 56
5 73 17
6 73 99
7 73 60
8 73 16
9 73 64
10 73 24
11 73 33
12 73 45
13 73 61
14 73 53
15 73 53
16 73 73
17 73 58
18 73 77
19 73 84
20 73 19
21 73 15
22 73 92
23 73 48
24 73 71
25 73 86
26 73 14
27 73 56
28 73 94
29 73 4
30 73 53
31 73 2
32 73 40
33 73 89
34 73 29
35 73 37
36 73 54
37 73 1
38 73 45
39 73 52
40 73 42
41 73 79
42 73 49
43 73 40
44 73 4
45 73 45
46 73 81
47 73 6
48 73 69
49 73 70
50 73 60
51 73 62
52 73 75
53 73 24
54 73 65
55 73 20
56 73 87
57 73 61
58 73 20
59 73 50
60 73 49
1 74 9
2 74 74
3 74 99
4 74 99
5 74 71
6 74 55
7 74 69
8 74 15
9 74 46
10 74 20
11 74 94
12 74 46
13 74 38
14 74 37
15 74 83
16 74 62
17 74 5
18 74 86
19 74 8
20 74 34
21 74 69
22 74 36
23 74 42
24 74 99
25 74 83
26 74 55
27 74 7
28 74 2
29 74 45
30 74 61
31 74 63
32 74 5
33 74 69
34 74 9
35 74 42
36 74 6
37 74 90
38 74 78
39 74 38
40 74 12
41 74 53
42 74 14
43 74 73
44 74 51
45 74 88
46 74 13
47 74 28
48 74 27
49 74 9
50 74 88
51 74 95
52 74 44
53 74 59
54 74 30
55 74 79
56 74 67
57 74 15
58 74 51
59 74 83
60 74 77
1 75 92
2 75 98
3 75 34
4 75 46
5 75 45
6 75 48
7 75 32
8 75 49
9 75 37
10 75 33
11 75 50
12 75 75
13 75 13
14 75 60
15 75 2
16 75 13
17 75 42
18 75 22
19 75 38
20 75 10
21 75 60
22 75 2
23 75 83
24 75 55
25 75 64
26 75 36
27 75 85
28 75 14
29 75 25
30 75 85
31 75 53
32 75 12
33 75 23
34 75 12
35 75 3
36 75 66
37 75 38
38 75 79
39 75 44
40 75 4
41 75 13
42 75 23
43 75 68
44 75 93
45 75 2
46 75 42
47 75 21
48 75 17
49 75 73
50 75 31
51 75 81
52 75 34
53 75 7
54 75 38
55 75 61
56 75 8
57 75 19
58 75 20
59 75 21
60 75 31
1 76 13
2 76 36
3 76 42
4 76 32
5 76 19
6 76 3
7 76 14
8 76 66
9 76 85
10 76 87
11 76 33
12 76 24
13 76 36
14 76 23
15 76 3
16 76 13
17 76 88
18 76 83
19 76 96
20 76 85
21 76 23
22 76 25
23 76 25
24 76 27
25 76 29
26 76 3
27 76 96
28 76 22
29 76 72
30 76 14
31 76 97
32 76 68
33 76 65
34 76 27
35 76 6
36 76 3
37 76 27
38 76 92
39 76 11
40 76 53
41 76 67
42 76 49
43 76 28
44 76 50
45 76 39
46 76 79
47 76 16
48 76 36
49 76 30
50 76 57
51 76 23
52 76 71
53 76 94
54 76 12
55 76 39
56 76 27
57 76 51
58 76 97
59 76 33
60 76 6
1 77 88
2 77 26
3 77 80
4 77 34
5 77 60
6 77 27
7 77 27
8 77 16
9 77 57
10 77 23
11 77 38
12 77 43
13 77 98
14 77 40
15 77 38
16 77 4
17 77 66
18 77 7
19 77 24
20 77 26
21 77 71
22 77 77
23 77 18
24 77 60
25 77 56
26 77 17
27 77 94
28 77 78
29 77 35
30 77 18
31 77 89
32 77 45
33 77 45
34 77 31
35 77 84
36 77 93
37 77 61
38 77 50
39 77 12
40 77 99
41 77 85
42 77 55
43 77 44
44 77 60
45 77 38
46 77 29
47 77 45
48 77 88
49 77 77
50 77 90
51 77 93
52 77 2
53 77 48
54 77 8
55 77 29
56 77 70
57 77 39
58 77 87
59 77 66
60 77 35
1 78 82
2 78 56
3 78 64
4 78 13
5 78 34
6 78 74
7 78 76
8 78 69
9 78 23
10 78 55
11 78 95
12 78 16
13 78 51
14 78 71
15 78 77
16 78 36
17 78 80
18 78 79
19 78 9
20 78 91
21 78 47
22 78 87
23 78 41
24 78 40
25 78 84
26 78 54
27 78 30
28 78 55
29 78 40
30 78 91
31 78 28
